id,authors,year_of_publication,title,abstract,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
183,"Chun O.K., Kim D.-O., Lee C.Y.",2003,Superoxide radical scavenging activity of the major polyphenols in fresh plums,"The effect of polyphenols among different varieties of plums on superoxide radical scavenging activity (SRSA) was studied by an enzymatic method and their IC(50) values were determined. We found that the SRSA levels of the polyphenols were closely related to their chemical structures; cyanidin showed the lowest IC(50) among the polyphenols examined, and aglycones are more effective than their glycosides. BY 69-339 cultivar exhibited the lowest IC(50) among the eleven plum cultivars, which means the highest antioxidant activity in scavenging superoxide radicals, followed by French Damson, Cacaks Best, Beltsville Elite B70197, Empress, Castleton, Stanley, NY 6, NY 101, Mirabellier, and NY 9. IC(50) values showed a higher correlation with total flavonoids (r (2) = 0.8699) than total phenolics (r (2) = 0.8355), which indicated that flavonoids might contribute to the total SRSA more directly than other polyphenols. Anthocyanins in plums appeared to be the major contributors to the total SRSA, except for two yellow cultivars having no anthocyanins. Chlorogenic acid was the predominant phenolic acid, and it also exhibited SRSA significantly in the range of 1.0 to 94.9%. Quercetins were the major flavonols in plums. However, they showed relatively low contribution to the total SRSA.",CHUN 2003_01,Journal of Agricultural and Food Chemistry,51,27,8067-8072,2015-04-13 21:45:24 UTC,2015-04-14 04:27:20 UTC      
184,"Chun O.K., Kim D.-O., Moon H.-Y., Kang H.G., Lee C.Y.",2003,Contribution of individual polyphenolics to total antioxidant capacity of plums,"To study the effect of polyphenolics on antioxidant capacities of plums, the amounts of total phenolics, total flavonoids and individual phenolic compounds, and vitamin C equivalent antioxidant capacity (VCEAC) of eleven plum cultivars was determined. There was a good linear relationship between the amount of total phenolics and total antioxidant capacity (r2 = 0.9887). The amount of total flavonoids and total antioxidant capacity also showed a good correlation (r2 = 0.9653). Although the summation of individual antioxidant capacity was lower than the total antioxidant capacity of plum samples, there was a positive correlation (r2 = 0.9299) of total antioxidant capacity of plum samples with the sum of the VCEACs calculated from individual phenolics. Chlorogenic acids and glycosides of cyanidin, peonidin, and quercetin were major phenolics among eleven plum cultivars. The antioxidant capacity of chlorogenic acids and anthocyanins showed higher correlation (r2) of 0.7751 and 0.6616 to total VCEAC, respectively, than that of quercetin glycosides (r2 = 0.0279). Chlorogenic acids were a major source of antioxidant activity in plums, and the consumption of one serving (100 g) of plums can provide antioxidants equivalent to 144.4-889.6 mg of vitamin C.",CHUN 2003_02,Journal of Agricultural and Food Chemistry,51,25,7240-7245,2015-04-13 21:45:24 UTC,2015-04-14 04:27:21 UTC      
176,"Chun O.K., Kim D.-O.",2004,Consideration on equivalent chemicals in total phenolic assay of chlorogenic acid-rich plums,"The spectrophotometric characteristics of chemicals used as equivalents in Folin–Ciocalteu method were evaluated. Gallic acid and (+)-catechin showed the highest response at the range of 20–100 mg/L, followed by tannic acid, and then chlorogenic acid which exhibited relatively very low absorbance. Chlorogenic acid and neochlorogenic acid showed the lower absorbance than gallic acid by 0.6 times, and it might result in underestimation of the real total phenolic content of chlorogenic acid-rich samples. Chlorogenic acid and neochlorogenic acid exhibited nearly the same spectra in a broad absorbance range, and chlorogenic acid could be appropriate for an equivalent chemical instead of neochlorogenic acid, which has been proved as a major phenolic compound in plums. The average total phenolics in 13 plum cultivars expressed by chlorogenic acid equivalent was 678.2 mg/100 g, whereas it was 368.7 mg/100 g as gallic acid equivalent. Overall, chlorogenic acid as an equivalent chemical is recommended to determine the total phenolic content of chlorogenic acid-rich plums to predict more accurate total phenolic content.
",CHUN 2004_01,Food Research International,37,4,337-342,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
420,"Chun O.K., Smith N., Sakagawa A., Lee C.Y.",2004,Antioxidant properties of raw and processed cabbages,"To study the effect of polyphenolics on antioxidant activities of cabbages, the amounts of total phenolics, total flavonoids, antioxidant capacity and individual phenolic compounds in raw and processed cabbages were determined. Fresh and pickled red cabbages exhibited the highest total phenolic contents (393.1+/-10.8 mg and 366.3+/-3.6 mg gallic acid equivalents/100 g fresh sample, respectively). Fresh and pickled red cabbages were also highest in flavonoids (108.1+/-9.3 mg and 72.4+/-4.4 mg catechin equivalents/100 g fresh sample, respectively). The antioxidant capacity (expressed as vitamin C equivalent antioxidant capacity) ranged from 57.1 to 695.6 mg vitamin C equivalents/100 g fresh sample, where raw and pickled red cabbages exhibited the highest antioxidant capacity. There was a good linear relationship between the total phenolics and antioxidant capacity (r2=0.9743), and between the total flavonoids and antioxidant capacity (r2=0.9557); however, the relationship between the ascorbic acid content and antioxidant capacity was very low (r2=0.1442). The antioxidant capacity of raw and processed cabbages was highly correlated with their contents of polyphenolics. Kaempferol, quercetin, and apigenin were the major flavonoids existing in cabbages except for raw and pickled red cabbages, where cyanidin was the predominant flavonoid (73.6-117.7 mg/kg). In the red cabbages, cyanidin was the major contributor to the antioxidant capacity as well as the content of total phenolics and flavonoids.",CHUN 2004_02,International Journal of Food Sciences and Nutrition,55,3,191-199,2006-11-07 09:41:34 UTC,2015-04-14 04:27:21 UTC      
401,"Chun O.K., Dae-Ok K., Smith N., Schroeder D., Jae Taek H., Chang Yong L.",2005,Daily consumption of phenolics and total antioxidant capacity from fruit and vegetables in the American diet,"The daily intake of total phenolics, total flavonoids and antioxidants in the American diet was estimated from the most common 34 fresh fruit and vegetables and their daily consumption data. Among 14 fruit and 20 vegetables, orange contributed the highest amount of total phenolics [117.1 mg gallic acid equivalent (GAE) person−1 day−1] and antioxidants [146.6 mg vitamin C equivalents (VCE) person−1 day−1]. Orange contributed about 26 and 25% of total phenolics and antioxidant, respectively, in the daily consumption of fruit and vegetables. Apples showed relatively high levels of total phenolics and antioxidant capacity comparable to those of oranges and their phenolics and antioxidants contribution is the second highest. Even though potatoes had lower levels of phenolics and antioxidant capacity, they were third due to the fact that their consumption is the highest (137.9 lb person−1 year−1) in the American diet. Although plums and strawberries were ranked as the group with the highest total phenolics and antioxidant capacity among 34 tested fruit and vegetables, their contributions were relatively low due to their lower daily consumption. Generally, the levels of total phenolics, total flavonoids and antioxidant capacity of fruits were higher than those of vegetables. American daily intake of phenolics, flavonoids and antioxidants from fruits and vegetables was estimated to be 450 mg GAE, 103 mg catechin equivalents and 591 mg VCE, respectively. Although we do not yet know the required minimum daily amounts of antioxidants, when we estimate the daily requirement of antioxidants, we must consider not only the antioxidant concentrations of the particular food, but also the daily intakes of the food.",CHUN 2005,Journal of the Science of Food and Agriculture,85,10,1715-1724,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
468,"Cieslik E., Greda A., Adamus W.",2006,Contents of polyphenols in fruit and vegetables,"The work is an attempt at a model presentation, using a new multi-criteria mathematical method called the analytical hierarchy process, of polyphenol supply to human organisms from fruit and vegetables. On this basis, plant raw materials which supply polyphenols to the organism to the greatest extent and thus contribute to an improvement in health state of people in Poland were identified.
",CIESLIK 2006,Food Chemistry,94,1,135-142,2015-04-13 21:45:25 UTC,2015-04-14 04:27:22 UTC      
1157,"Cimino C.O., Shelnutt S.R., Ronis M.J., Badger T.M.",1999,An LC-MS method to determine concentrations of isoflavones and their sulfate and glucuronide conjugates in urine,"Most methods for detecting isoflavones in biological samples do not measure the concentration of sulfate conjugates. An LC-MS method is reported here to estimate urinary concentrations of genistein and daidzein, their sulfate and glucuronide conjugates and other major metabolites. Human and rat urine samples were extracted with diethyl ether, or pre-digested with sulfatase and/or beta-glucuronidase followed by extraction. The isoflavones were separated using gradient LC methods and detected by negative single ion monitoring on an MS system using a heated nebulizer atmospheric pressure chemical ionization interface. CVs for inter- and intra-assay variability were generally < 20 and 10%, respectively. Preliminary studies using these procedures demonstrate 52+/-4 and 26+/-4% of genistein in rat urine was found as the aglycone and sulfate conjugates, respectively, compared to 0.36 and 4%, respectively, in human urine. This method is suitable for the study of isoflavone sulfate conjugates in biological fluids.",CIMINO 1999,Clin Chim Acta,287,2025-02-01 00:00:00,69-82,2011-07-06 10:21:50 UTC,2015-04-14 04:27:23 UTC      
1149,"Clarke D.B., Lloyd A.S., Botting N.P., Oldfield M.F., Needs P.W., Wiseman H.",2002,Measurement of intact sulfate and glucuronide phytoestrogen conjugates in human urine using isotope dilution liquid chromatography-tandem mass spectrometry with [13C(3)]isoflavone internal standards,"A method has been developed for the analysis of phytoestrogens and their conjugates in human urine using liquid chromatography electrospray ionization tandem mass spectrometry (LC-ESI-MS/MS). Stable isotopically labeled 
daidzein and genistein were synthesized and used as internal standards for isotope dilution mass spectrometry. Free aglycons and intact glucuronide, sulfate, diglucuronide, disulfate, and mixed sulfoglucuronide conjugates of isoflavones and lignans were observed in naturally incurred urine samples. Sample pretreatment was not necessary, other than addition of internal standards and pH adjustment. Urine was injected directly onto the analytical column. The limits of detection were generally <50 ng/ml, precision was generally <10% CV for conjugates. Total hydrolyzed daidzein and genistein were measured against quality assurance urine sample and were accurate to within 12%. The accuracy of conjugate measurement can not be ascertained, as no reference samples are available. The mean sum of daidzein and its conjugates was within 20% of the hydrolyzed value. Concentrations of the free aglycons of up to 22% of genistein and 18% of daidzein were observed. The average pattern was ca. 54% 7-glucuronide, 25% 4′-glucuronide, 13% monosulfates, 7% free daidzein, 0.9% sulfoglucuronides, 0.4% diglucuronide, and <0.1% disulfate. Selective enzymatic deconjugation with glucuronidase and mixed glucuronidase/sulfatase were used to validate the accuracy of the quantitation of the intact daidzein conjugates. There were no apparent sex differences, or conditioning effects on the conjugation profile of isoflavones after chronic dosing.
",CLARKE 2002,Anal Biochem,309,1,158-72,2011-07-06 10:21:50 UTC,2015-04-13 21:45:30 UTC      
547,"Clarke D.B., Barnes K.A., Lloyd A.S.",2004,"Determination of unusual soya and non-soya phytoestrogen sources in beer, fish products and other foods","Fish and fish products (14 samples), Indian foods and meals (10 samples), spices (30 samples) and beers (10 samples) were analysed for their phytoestrogen content, and a number of significant non-soya sources of dietary phytoestrogens were identified. No isoflavones were detected in unprocessed, farmed or ocean fish, but some samples of processed fish products contained soya isoflavones, which are assumed to come from coatings or protein addition. Additionally, some processed fish products contained, genistein glycocongugates not derived from soya. Genistein was detected in Indian meals such that, for example, a single portion of a vindalooo curry contained 11 mg genistein. The origin was most likely from the spices used, since the analysis of curry powders, chilli powder, crushed red chillies, garam masala and tandoori powder revealed that some contained genistein at more than 100 mg kg(-1). Cumin was the most likely source material, although not all individual samples of cumin tested contained high levels of genistein. Prenylnaringenin phytoestrogens were determined in UK hop-based beers at mean concentrations of 0.21 mg(-1) 6-prenylnaringenin and 0.06mg(-1) 8-prenylnaringenin. The beers also contained traces of daidzein, genistein and biochanin A. The significance of 'hidden soya' in processed foods and these non-soya sources of phytoestrogens is that UK dietary intake of phytoestrogens must be assumed to be higher than estimated previously and that some sources of phytoestrogens remain poorly characterized.",CLARKE 2004,Food Additives and Contaminants,21,10,949-962,2015-04-13 21:45:26 UTC,2015-04-14 04:27:24 UTC      
607,"Clifford M.N., Shutler S., Thomas G.A., Ohiokpehai O.",1987,The chlorogenic acids content of coffee substitutes,"This paper reports the chlorogenic acids content of unroasted chicory root and eleven coffee substitutes which contain either chicory or dandelion. Unroasted chicory root contained CQA and diCQA but at a much lower level than green coffee beans. In the roasted products only 5-CQA was found consistently and 4-CQA occasionally at levels approximately two orders of magnitude lower than in the corresponding roasted coffee products. The roasted substitutes were characterised chromatographically by very large amounts (some 80 to 95% of total chromatogram area) of rapidly eluting material. The chromatograms of most substitutes were characterised by a peak provisionally identified as 5-hydroxymethyl furfural.
",CLIFFORD 1987,Food Chemistry,24,,99-107,2007-12-06 10:27:41 UTC,2015-04-13 21:45:26 UTC      
1113,"Clifford M.N., Copeland E.L., Bloxsidge J.P., Mitchell L.A.",2000,Hippuric acid as a major excretion product associated with black tea consumption,"1. Nine habitual tea-drinking volunteers were recruited and asked to follow a low-polyphenol and low-caffeine diet for 6 days and to provide daily 24-h urine samples. On day 4 of the experiment strong black tea brewed under standardized conditions was re-introduced to the volunteers' diet. 2. 1H-NMR and HPLC profiling of the urine samples indicated that consumption of black tea (6-10 mugs per day) was associated with a significant (p = 0.00017) increase in hippuric acid excretion relative to control, increasing from 153-512 to 742-1374 mg day(-1). The excretion of substantial amounts of hippuric acid has not previously been associated with black tea consumption. 3. For some volunteers, the quantity of benzoic acid processed exceeded the acceptable daily intake (ADI), but this is not considered to constitute any hazard. 4. A mass-balance analysis indicated that the necessary quantity of benzoic acid could not be obtained from the contents of gallic acid, flavanols, flavonol glycosides and theaflavins in black tea even if 100% transformation was obtained, suggesting that the thearubigins (the major and chemically ill-defined polyphenols of black tea) may be an important source.",CLIFFORD 2000,Xenobiotica,30,3,317-26,2011-04-05 12:13:37 UTC,2015-04-14 04:27:25 UTC      
534,"Coghe S., Benoot K., Delvaux F., Vanderhaegen B., Delvaux F.R.",2004,Ferulic acid release and 4-vinylguaiacol formation during brewing and ferrmentation: indications for feruloyl estrease activity in Saccharomyces cerevisiae,"The release of ferulic acid and the subsequent thermal or enzymatic decarboxylation to 4-vinylguaiacol are inherent to the beer production process. Phenolic, medicinal, or clove-like flavors originating from 4-vinylguaiacol frequently occur in beer made with wheat or wheat malt. To evaluate the release of ferulic acid and the transformation to 4-vinylguaiacol, beer was brewed with different proportions of barley malt, wheat, and wheat malt. Ferulic acid as well as 4-vinylguaiacol levels were determined by HPLC at several stages of the beer production process. During brewing, ferulic acid was released at the initial mashing phase, whereas moderate levels of 4-vinylguaiacol were formed by wort boiling. Higher levels of the phenolic flavor compound were produced during fermentations with brewery yeast strains of the Pof(+) phenotype. In beer made with barley malt, ferulic acid was mainly released during the brewing process. Conversely, 60-90% of ferulic acid in wheat or wheat malt beer was hydrolyzed during fermentation, causing higher 4-vinylguaiacol levels in these beers. As cereal enzymes are most likely inactivated during wort boiling, the additional release of ferulic acid during fermentation suggests the activity of feruloyl esterases produced by brewer's yeast.",COGHE 2004,Journal of Agricultural and Food Chemistry,52,,602-608,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
643,"Colaric M., Veberic R., Solar A., Hudina M., Stampar F.",2005,"Phenolic acids, syringaldehyde, and juglone in fruits of different cultivars of juglans regia L","Phenolic acids (chlorogenic, caffeic, p-coumaric, ferulic, sinapic, ellagic, and syringic acid) as well as syringaldehyde and juglone were identified in ripe fruits of 10 walnut cultivars: Adams, Cisco, Chandler, Franquette, Lara, Fernor, Fernette, Alsoszentivani 117 (A-117), Rasna, and Elit. Analyses were done using a high-performance liquid chromatograph equipped with a diode array detector. Significant differences in the contents of identified phenolics were observed among cultivars. Phenolics were determined separately in the kernel and in the thin skin of the walnut, termed the pellicle. Not only in the kernel but also in the pellicle did syringic acid, juglone, and ellagic acid predominate (average values of 33.83, 11.75, and 5.90 mg/100 g of kernel; and 1003.24, 317.90, and 128.98 mg/100 g of pellicle, respectively), and the contents of ferulic and sinapic acid (average values of 0.06 and 0.05 mg/100 g of kernel and 2.93 and 2.17 mg/100 g of pellicle, respectively) were the lowest in all cultivars. The highest differences in the sum of all identified phenolics were observed between Rasna and Fernette fruits; in Rasna there were >2-fold higher contents of identified phenolics in both kernel and pellicle. It was found that the walnut pellicle is the most important source of walnut phenolics. The ratio between the contents in pellicle and kernel varied by at least 14.8-fold for caffeic acid (cv. Adams) and by up to 752.0-fold for p-coumaric acid (cv. Elit).",COLARIC 2005,Journal of Agricultural and Food Chemistry,53,16,6390-6396,2015-04-13 21:45:27 UTC,2015-04-14 04:27:26 UTC      
1156,"Coldham N.G., Howells L.C., Santi A., Montesissa C., Langlais C., King L.J., Macpherson D.D., Sauer M.J.",1999,Biotransformation of genistein in the rat: elucidation of metabolite structure by product ion mass fragmentology,"Biotransformation of the phytoestrogen [14C]genistein was investigated in male and female rats by application of narrow-bore radio-HPLC-MSn (LCQ, Finnigan) to determine intermediates in metabolism. Urine contained five metabolites, Gm1-Gm5, 24 h after dosing by gavage with [14C]genistein (4 mg kg(-1)). Structural analysis following ESI revealed molecular ions [M+H]+ of m/z 447, 449, 273, and 271 for metabolites Gm2, Gm3, Gm5 and genistein, respectively and an [M-H]- of m/z 349 for Gm4. Metabolite structure was deduced by evaluation of product ion spectra derived from unlabelled and [14C]-labelled ions and sensitivity to treatment with beta-glucuronidase. These studies indicated identity of metabolites with genistein glucuronide (Gm2), dihydrogenistein glucuronide (Gm3), genistein sulphate (Gm4) and dihydrogenistein (Gm5). Detection of the beta-glucuronidase resistant major metabolite Gm1 by ESI was poor and so was analysed by negative ion APCI; this revealed a deprotonated molecular ion of m/z 165 which had chromatographic and mass spectral properties consistent with authentic 4-hydroxyphenyl-2-propionic acid, a novel metabolite of genistein. In vitro metabolism studies with anaerobic caecal cultures derived from male and female rats revealed metabolism of genistein to Gm1 via Gm5 and an additional metabolite (Gm6) which was identified from product ion spectra as 6'-hydroxy-O-desmethylangolensin. Biotransformation of genistein by both isolated hepatocytes and precision-cut liver slices was limited to glucuronidation of parent compound. Commonality of genistein metabolites found in rats with those reported in man suggest similar pathways of biotransformation, primarily involving gut micro-flora.",COLDHAM 1999,J Steroid Biochem Mol Biol,70,2025-06-04 00:00:00,169-84,2011-07-06 10:21:50 UTC,2015-04-14 04:27:26 UTC      
579,"Contreras-Padilla M., Yahia E.M.",1998,"Changes in capsaicinoids during development, maturation, and senescence of chile peppers and relation with peroxidase activity","The components responsible for chile hot flavor, capsaicinoids, are synthesized through the cinnamic acid pathway, and their degradation is thought to be aided by the action of peroxidases. This work describes the evolution of capsaicinoids during the development, maturation, and senescence of the fruit in three varieties of hot chile peppers widely used in Mexico [Habañero (Capsicumchinense Jacq.), De árbol (C. annuum var. Annuum), and Piquin (C. annuum var. Aviculare)] and its relation with the activity of peroxidases in these fruits. Capsaicinoids were more abundant in the fruit of Habañero, followed by De árbol and then by Piquin. Capsaicin was higher than dihydrocapsaicin in the three varieties. Capsaicinoids, capsaicin, and dihydrocapsaicin increased continuously and reached a peak after 45−50 days from fruit set (DFFS) in Habañero and De arobol and after 40 DFFS in Piquin and then declined. Peroxidase activity increased at the time when the concentration of capsaicinoids started to decrease. There was an inverse relationship between the evolution of capsaicinoids and peroxidase activity that might indicate that this enzyme is involved in capsaicinoid degradation.

",CONTRERAS-PADILLA 1998,Journal of Agricultural and Food Chemistry,46,6,2075-2079,2007-05-04 15:32:32 UTC,2015-04-13 21:45:26 UTC      
1079,"Cooke D.N., Thomasset S., Boocock D.J., Schwarz M., Winterhalter P., Steward W.P., Gescher A.J., Marczylo T.H.",2006,Development of analyses by high-performance liquid chromatography and liquid chromatography/tandem mass spectrometry of bilberry (Vaccinium myrtilus) anthocyanins in human plasma and urine,"Anthocyanins are potent antioxidants that may possess chronic disease preventive properties. Here, rapid, reliable, and reproducible solid-phase extraction, high-performance liquid chromatography (HPLC), and mass spectrometry techniques are described for the isolation, separation, and identification of anthocyanins in human plasma and urine. Recoveries of cyanidin-3-glucoside (C3G) were 91% from water, 71% from plasma, and 81% from urine. Intra- and interday variations for C3G extraction were 9 and 9.1% in plasma and 7.1 and 9.1% in urine and were less than 15% for all anthocyanins from a standardized bilberry extract (mirtoselect). Analysis of mirtoselect by HPLC with UV detection produced spectra with 15 peaks compatible with anthocyanin components found in mirtoselect within a total run time of 15 min. Chromatographic analysis of human urine obtained after an oral dose of mirtoselect yielded 19 anthocyanin peaks. Mass spectrometric analysis employing multiple reaction monitoring suggests the presence of unchanged anthocyanins and anthocyanidin glucuronide metabolites.",COOKE 2006,J Agric Food Chem,54,19,7009-13,2015-04-13 21:45:29 UTC,2015-04-14 04:27:27 UTC      
1078,"Cooney J.M., Jensen D.J., McGhie T.K.",2004,LC-MS identification of anthocyanins in boysenberry extract and anthocyanin metabolites in human urine following dosing,"The anthocyanin composition of boysenberry (Rubusloganbaccus × baileyanus Britt) extract was determined by LC‐ESI‐MS. Four anthocyanins were identified, all comprising a cyanidin‐anthocyanidin‐type skeleton. The two major components were identified as the disaccharide cyanidin‐3‐O‐sophoroside and the monosaccharide cyanidin‐3‐O‐glucoside. The two less abundant components were identified as the rutinosides, cyanidin‐3‐O‐2G‐glucosylrutinoside and cyanidin‐3‐O‐rutinoside, respectively. These same four anthocyanins were also detected in human urine following a dosing study with boysenberry extract indicating that glycosylated anthocyanins can be absorbed from the gut and excreted intact in the urine. Several anthocyanin metabolites were also detected in the urine and were identified by LC‐ESI‐MS as monoglucuronides of peonidin, cyanidin and pelargonidin. The results suggest that anthocyanins consumed as part of a diet are bioavailable and are present as intact or metabolized forms in the body. Copyright © 2004 Society of Chemical Industry
",COONEY 2004,Journal of the Science of Food and Agriculture,84,,237,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
628,"Cooper K.A., Campos-Gimenez E., Jiménez Alvarez D., Nagy K., Donovan J.L., Williamson G.",2007,Rapid reversed phase ultra-performance liquid chromatography analysis of the major cocoa polyphenols and inter-relationships of their concentrations in chocolate,"Chocolate and other cocoa-containing products are a rich source of polyphenols. This paper describes an ultra-performance liquid chromatography (UPLC) method that can separate and quantify in 3 min six of the major chocolate polyphenols: catechin; epicatechin; B2 (epicatechin-4beta-8-epicatechin); B5 (epicatechin-4beta-6-epicatechin); C1 (epicatechin-4beta-8-epicatechin-4beta-8-epicatechin); and tetramer D (epicatechin-4beta-8-epicatechin-4beta-8-epicatechin-4beta-8-epicatechin). A survey of 68 chocolate samples indicated that there was a strongly predictive relationship between epicatechin and the other individual polyphenols, especially procyanidin B2 (R 2 = 0.989), even though the chocolates came from varied sources and manufacturers. The relationship was less strong with catechin, and so further work to explore the reasons for this difference was performed. Chiral analysis on a subset of 23 chocolates showed that (-)-epicatechin had a predictive relationship with (+)-catechin in line with the other polyphenols, but not with (-)-catechin (the predominant form). This indicates that (-)-catechin is the most affected by manufacturing conditions, possibly formed through epimerization from (-)-epicatechin during processing. The results show that epicatechin concentrations can be used to predict the content of other polyphenols, especially B2 and C1, and total polyphenols content. Finally, the (-)-catechin content is not predictable from the epicatechin content, and it is concluded that this is the main form of polyphenol that varies according to manufacturing conditions and cocoa origin.",COOPER 2007,Journal of Agricultural and Food Chemistry,55,,2841-2847,2007-02-08 14:04:58 UTC,2015-04-14 04:27:28 UTC      
746,"Coran S.A., Giannellini V., Bambagiotti-Alberti M.",2004,High-performance thin-layer chromatographic-densitometric determination of secoisolariciresinol diglucoside in flaxseed,"A HPTLC-densitometric method, based on an external standard approach, was developed in order to obtain a novel procedure for routine analysis of secoisolariciresinol diglucoside (SDG) in flaxseed with a minimum of sample pre-treatment. Optimization of TLC conditions for the densitometric scanning was reached by eluting HPTLC silica gel plates in a horizontal developing chamber. Quantitation of SDG was performed in single beam reflectance mode by using a computer-controlled densitometric scanner and applying a five-point calibration in the 1.00-10.00 microg/spot range. As no sample preparation was required, the proposed HPTLC-densitometric procedure demonstrated to be reliable, yet using an external standard approach. The proposed method is precise, reproducible and accurate and can be employed profitably in place of HPLC for the determination of SDG in complex matrices.",CORAN 2004,Journal of Chromatography A,1045,,217-222,2015-04-13 21:45:27 UTC,2015-04-14 04:27:28 UTC      
870,"Coran S.A., Bartolucci G., Bambagiotti-Alberti M.",2008,Validation of a reversed phase high performance thin layer chromatographic-densitometric method for secoisolariciresinol diglucoside determination in flaxseed,"The validation of a HPTLC-densitometric method for the determination of secoisolariciresinol diglucoside (SDG) in flaxseed was performed improving the reproducibility of a previously reported HPTLC densitometric procedure by the use of fully wettable reversed phase plates (silica gel 60 RP18W F(254S), 10cmx10cm) with MeOH:HCOOH 0.1% (40:60, v/v) mobile phase. The analysis required only the alkaline hydrolysis in aqueous medium of undefatted samples and densitometry at 282nm of HPTLC runs. The method was validated following the protocol proposed by the Société Francaise des Sciences et Techniques Pharmaceutiques (SFSTP) giving rise to a dependable and high throughput procedure well suited to routine application. SDG was quantified in the range of 321-1071ng with RSD of repeatability and intermediate precision not exceeding 3.61% and accuracy inside the acceptance limits. Flaxseed of five cultivars of different origin was elected as test-bed.",CORAN 2008,Journal of Chromatography A,1207,2025-02-01 00:00:00,155-59,2009-12-05 09:58:02 UTC,2015-04-13 21:45:28 UTC      
214,"Cordenunsi B.R., Nascimento J.R.O.d., Genovese M.I., Lajolo F.M.",2002,Influence of cultivar on quality parameters and chemical composition of strawberry fruits grown in Brazil,"Six strawberry cultivars grown on the same commercial plantation in Brazil were evaluated for their chemical composition and quality attributes at the ripe stage. The profiles of the main soluble sugars, ascorbic acid, and anthocyanins were also obtained during the developmental stages. Results showed significant differences among cultivars in all of the investigated parameters. Cv. Campineiro showed an average value for texture of 0.63 N, half the value found for cv. Oso Grande. Anthocyanin content ranged from 13 (cv. Campineiro) to 55 (cv. Mazi) mg/100 g. Total ascorbic acid found for cv. Campineiro (85 mg/100 g) was twice the amount found in cv. Dover (40 mg/100 g). Fructose was the predominant soluble sugar in almost all cultivars. The proportion among the main soluble sugars (fructose, sucrose, and glucose) was similar for Oso Grande and Toyonoka cultivars. The flavonol content (quercetin plus kaempferol derivatives) ranged from 2.7 to 7.1 mg/100 g, with a mean value of 6.1 mg/100 g, whereas free ellagic acid ranged from 0.9 to 1.9 and total phenolics varied from 159 to 289 (mean 221) mg/100 g.",CORDENUNSI 2002,Journal of Agricultural and Food Chemistry,50,9,2581-2586,2015-04-13 21:45:24 UTC,2015-04-14 13:41:52 UTC      
242,"Cordenunsi B.R., Genovese M.I., Oliveira-do-Nascimento J.R., Hassimotto N.M.A., Santos R.J.d., Lajolo F.M.",2005,Effects of temperature on the chemical composition and antioxidant activity of three strawberry cultivars,"Three strawberry cultivars (Dover, Campineiro, and Oso Grande), grown in the same commercial plantation, were harvested at the ripe stage and stored at 6, 16 and 25 °C, for 6 days. During this period, chemical composition and antioxidant activity were evaluated. Results showed an increase in total soluble sugars, anthocyanin and vitamin C contents, indicating that a new biosynthesis had taken place during storage. Low temperature negatively affected anthocyanin and vitamin C accumulation, and positively affected soluble sugars, while flavonols, ellagic acid and total phenolic contents remained almost the same or even decreased at all temperatures. Despite differences in anthocyanin content between varieties and its increase during storage (higher with increasing temperature), there was no difference in the antioxidant activity between cultivars, which decreased after harvesting, independently of the temperature of storage. Variations in the proportion dehydroascorbic acid/ascorbic acid (DHA/AA) showed that there were differences between cultivars concerning adaptation of the fruit to low temperatures. The data obtained here indicate that cold storage is an effective way to maintain strawberry quality, but a compromise between sensorial and nutritional values can be achieved at 16 °C, for all the cultivars.
",CORDENUNSI 2005,Food Chemistry,91,1,113-121,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
506,"Cortacero-Ramirez S., Segura-Carretero A., Cruces-Blanco C., Romero-Romero M.L., Fernandez-Gutierrez A.",2004,Simultaneous determination of multiple constituents in real beer samples of different origins by capillary zone electrophoresis,"Simultaneous determination of alcohols, amines, amino acids, flavonoids, and purine and pyrimidine bases in bottled beer samples directly without any pre-treatment was carried out by capillary zone electrophoresis with diode-array detection. Electrolyte conditions such as pH, composition and concentration of the buffer, working voltage and type and time of injection were checked. The best separation of the cited analytes was achieved in 70 mM sodium borate solution and pH 10.25. The detection limits were from 2.1 to 5.6 mg L(-1) for the 18 compounds studied. The developed method is rapid, sensitive and quantitative and has been applied to seven types of international bottled beers of different origins bought locally.",CORTACERO-RAMIREZ 2004,Analytical and Bioanalytical Chemistry,380,,831-837,2007-05-02 14:46:19 UTC,2015-04-14 13:41:53 UTC      
